gender,age,category,quantity,price
Female,54,Clothing,4,1200.32
Male,47,Clothing,2,600.16
Female,34,Clothing,5,1500.4
Female,20,Clothing,1,300.08
Female,57,Toys,4,143.36
Female,48,Clothing,3,900.24
Female,56,Clothing,3,900.24
Male,21,Books,2,30.3
Female,66,Clothing,5,1500.4
Female,55,Cosmetics,5,203.3
Female,64,Toys,2,71.68
Male,55,Cosmetics,5,203.3
Female,20,Food & Beverage,2,10.46
Male,64,Food & Beverage,2,10.46
Female,28,Food & Beverage,3,15.69
Female,34,Clothing,2,600.16
Male,67,Clothing,5,1500.4
Female,53,Toys,4,143.36
Female,37,Clothing,1,300.08
Female,62,Clothing,1,300.08
Female,39,Books,5,75.75
Female,46,Clothing,2,600.16
Female,45,Toys,4,143.36
Female,41,Clothing,3,900.24
Female,37,Food & Beverage,3,15.69
Female,20,Clothing,2,600.16
Female,53,Cosmetics,2,81.32
Female,51,Cosmetics,3,121.98
Female,29,Toys,4,143.36
Male,18,Cosmetics,2,81.32
Male,35,Toys,1,35.84
Male,59,Shoes,4,2400.68
Female,54,Clothing,5,1500.4
Female,25,Souvenir,5,58.65
Male,43,Clothing,2,600.16
Female,27,Clothing,5,1500.4
Female,41,Shoes,5,3000.85
Male,21,Toys,4,143.36
Female,53,Shoes,2,1200.34
Male,49,Food & Beverage,5,26.15
Male,18,Toys,3,107.52
Female,59,Shoes,3,1800.51
Male,63,Souvenir,1,11.73
Female,47,Cosmetics,2,81.32
Female,27,Food & Beverage,5,26.15
Female,62,Clothing,5,1500.4
Female,48,Toys,1,35.84
Female,31,Souvenir,4,46.92
Female,56,Clothing,3,900.24
Male,47,Toys,2,71.68
Female,35,Toys,4,143.36
Male,25,Toys,3,107.52
Male,58,Cosmetics,2,81.32
Male,44,Toys,2,71.68
Female,28,Cosmetics,3,121.98
Male,43,Cosmetics,1,40.66
Male,41,Technology,2,2100
Female,57,Clothing,3,900.24
Female,48,Cosmetics,1,40.66
Female,31,Clothing,1,300.08
Male,44,Clothing,3,900.24
Female,54,Clothing,3,900.24
Female,28,Clothing,3,900.24
Male,50,Clothing,1,300.08
Male,63,Shoes,3,1800.51
Female,53,Toys,2,71.68
Female,26,Clothing,2,600.16
Female,38,Toys,4,143.36
Male,53,Toys,1,35.84
Male,21,Clothing,5,1500.4
Female,26,Clothing,3,900.24
Female,25,Clothing,4,1200.32
Female,51,Food & Beverage,5,26.15
Female,61,Cosmetics,4,162.64
Female,44,Books,5,75.75
Female,32,Shoes,5,3000.85
Male,45,Food & Beverage,5,26.15
Female,59,Clothing,4,1200.32
Female,38,Shoes,2,1200.34
Female,41,Food & Beverage,3,15.69
Female,52,Clothing,3,900.24
Male,63,Cosmetics,1,40.66
Male,57,Clothing,1,300.08
Male,31,Souvenir,4,46.92
Male,69,Clothing,4,1200.32
Male,68,Clothing,4,1200.32
Female,50,Clothing,2,600.16
Female,19,Cosmetics,5,203.3
Female,45,Clothing,5,1500.4
Male,65,Clothing,3,900.24
Female,18,Shoes,2,1200.34
Female,36,Clothing,5,1500.4
Female,27,Cosmetics,2,81.32
Female,69,Clothing,2,600.16
Female,69,Cosmetics,5,203.3
Male,49,Shoes,3,1800.51
Female,22,Clothing,1,300.08
Male,39,Clothing,1,300.08
Male,52,Clothing,4,1200.32
Female,55,Clothing,1,300.08
Male,36,Toys,2,71.68
Male,43,Cosmetics,1,40.66
Male,42,Food & Beverage,4,20.92
Male,67,Cosmetics,4,162.64
Female,20,Shoes,4,2400.68
Male,35,Cosmetics,4,162.64
Female,67,Cosmetics,4,162.64
Female,62,Clothing,5,1500.4
Female,19,Clothing,4,1200.32
Female,32,Clothing,2,600.16
Male,66,Technology,3,3150
Male,55,Souvenir,1,11.73
Female,36,Clothing,1,300.08
Male,32,Clothing,2,600.16
Female,49,Cosmetics,4,162.64
Male,33,Clothing,4,1200.32
Female,25,Books,3,45.45
Male,43,Clothing,5,1500.4
Male,58,Cosmetics,3,121.98
Female,48,Food & Beverage,2,10.46
Female,63,Clothing,2,600.16
Female,69,Toys,5,179.2
Female,35,Clothing,3,900.24
Male,46,Clothing,2,600.16
Male,54,Food & Beverage,5,26.15
Male,43,Technology,1,1050
Female,60,Food & Beverage,1,5.23
Male,50,Clothing,5,1500.4
Male,37,Books,1,15.15
Female,56,Food & Beverage,4,20.92
Male,51,Books,1,15.15
Female,48,Souvenir,3,35.19
Male,42,Clothing,3,900.24
Male,23,Clothing,1,300.08
Male,42,Clothing,5,1500.4
Female,51,Food & Beverage,2,10.46
Female,56,Clothing,4,1200.32
Female,52,Toys,4,143.36
Female,65,Toys,4,143.36
Female,39,Souvenir,5,58.65
Female,51,Toys,1,35.84
Female,47,Food & Beverage,3,15.69
Female,55,Clothing,4,1200.32
Female,68,Cosmetics,1,40.66
Female,24,Toys,5,179.2
Female,38,Clothing,4,1200.32
Female,67,Clothing,3,900.24
Female,43,Cosmetics,5,203.3
Female,39,Technology,4,4200
Female,69,Clothing,2,600.16
Male,58,Clothing,5,1500.4
Male,23,Souvenir,2,23.46
Male,46,Food & Beverage,4,20.92
Female,68,Cosmetics,1,40.66
Female,18,Shoes,4,2400.68
Male,34,Food & Beverage,3,15.69
Female,28,Food & Beverage,3,15.69
Female,62,Souvenir,1,11.73
Female,30,Shoes,3,1800.51
Female,35,Books,4,60.6
Male,20,Clothing,5,1500.4
Female,48,Toys,5,179.2
Female,22,Clothing,2,600.16
Male,53,Clothing,5,1500.4
Female,62,Technology,5,5250
Male,36,Cosmetics,3,121.98
Male,25,Technology,1,1050
Female,59,Shoes,4,2400.68
Male,43,Toys,3,107.52
Female,68,Food & Beverage,2,10.46
Female,66,Clothing,5,1500.4
Male,29,Books,1,15.15
Female,69,Cosmetics,1,40.66
Male,68,Clothing,5,1500.4
Female,66,Souvenir,4,46.92
Male,45,Shoes,4,2400.68
Female,44,Clothing,2,600.16
Female,46,Clothing,1,300.08
Male,38,Food & Beverage,1,5.23
Male,49,Technology,3,3150
Female,48,Cosmetics,5,203.3
Male,49,Shoes,2,1200.34
Male,23,Toys,1,35.84
Female,34,Books,5,75.75
Female,66,Clothing,1,300.08
Male,27,Shoes,1,600.17
Female,48,Food & Beverage,3,15.69
Female,28,Toys,2,71.68
Female,54,Technology,3,3150
Female,55,Cosmetics,3,121.98
Male,56,Clothing,5,1500.4
Female,29,Food & Beverage,4,20.92
Male,22,Clothing,5,1500.4
Male,25,Cosmetics,4,162.64
Female,30,Clothing,2,600.16
Female,30,Toys,4,143.36
Male,36,Shoes,4,2400.68
Female,20,Clothing,4,1200.32
Male,48,Technology,2,2100
Female,32,Shoes,1,600.17
Male,46,Clothing,1,300.08
Female,29,Food & Beverage,1,5.23
Female,34,Clothing,2,600.16
Female,57,Clothing,2,600.16
Female,58,Food & Beverage,4,20.92
Male,33,Clothing,2,600.16
Female,59,Souvenir,4,46.92
Female,60,Clothing,5,1500.4
Female,49,Shoes,4,2400.68
Female,40,Clothing,2,600.16
Female,54,Toys,3,107.52
Female,25,Clothing,1,300.08
Male,63,Technology,2,2100
Female,69,Clothing,5,1500.4
Female,49,Shoes,2,1200.34
Male,43,Toys,5,179.2
Female,39,Clothing,3,900.24
Female,57,Shoes,1,600.17
Female,66,Technology,4,4200
Male,67,Clothing,2,600.16
Female,52,Souvenir,5,58.65
Female,33,Food & Beverage,3,15.69
Female,62,Souvenir,4,46.92
Female,27,Technology,1,1050
Male,57,Books,5,75.75
Female,41,Clothing,5,1500.4
Male,24,Cosmetics,1,40.66
Male,47,Technology,3,3150
Female,51,Technology,5,5250
Male,41,Souvenir,5,58.65
Female,48,Technology,4,4200
Male,62,Clothing,1,300.08
Female,29,Toys,3,107.52
Female,66,Clothing,2,600.16
Male,21,Toys,5,179.2
Female,26,Books,3,45.45
Female,25,Clothing,3,900.24
Female,62,Clothing,5,1500.4
Male,20,Clothing,2,600.16
Male,39,Clothing,5,1500.4
Female,21,Clothing,1,300.08
Male,68,Clothing,5,1500.4
Male,42,Food & Beverage,1,5.23
Male,58,Cosmetics,5,203.3
Male,28,Clothing,4,1200.32
Female,42,Shoes,1,600.17
Female,63,Food & Beverage,5,26.15
Male,25,Food & Beverage,1,5.23
Female,24,Books,2,30.3
Female,19,Clothing,2,600.16
Female,54,Cosmetics,5,203.3
Female,51,Clothing,4,1200.32
Female,29,Food & Beverage,1,5.23
Male,26,Clothing,5,1500.4
Male,42,Cosmetics,3,121.98
Male,45,Food & Beverage,4,20.92
Male,52,Cosmetics,1,40.66
Female,34,Clothing,2,600.16
Female,56,Food & Beverage,5,26.15
Female,46,Clothing,2,600.16
Male,37,Cosmetics,5,203.3
Female,46,Toys,4,143.36
Female,59,Books,2,30.3
Female,63,Clothing,5,1500.4
Female,39,Shoes,2,1200.34
Female,65,Cosmetics,3,121.98
Female,26,Cosmetics,5,203.3
Male,42,Clothing,5,1500.4
Male,21,Clothing,5,1500.4
Female,19,Shoes,2,1200.34
Female,50,Food & Beverage,5,26.15
Female,28,Shoes,4,2400.68
Male,26,Clothing,3,900.24
Male,56,Clothing,2,600.16
Male,37,Technology,2,2100
Female,24,Food & Beverage,5,26.15
Female,23,Books,1,15.15
Male,44,Souvenir,1,11.73
Female,38,Food & Beverage,4,20.92
Female,64,Clothing,1,300.08
Male,53,Shoes,4,2400.68
Male,68,Clothing,1,300.08
Female,56,Books,2,30.3
Female,27,Clothing,1,300.08
Female,31,Clothing,3,900.24
Female,39,Clothing,5,1500.4
Female,25,Toys,2,71.68
Male,29,Food & Beverage,3,15.69
Female,68,Clothing,4,1200.32
Female,20,Shoes,1,600.17
Female,58,Food & Beverage,5,26.15
Female,19,Cosmetics,1,40.66
Male,53,Cosmetics,5,203.3
Male,57,Toys,3,107.52
Male,62,Clothing,5,1500.4
Female,66,Clothing,1,300.08
Female,36,Food & Beverage,5,26.15
Male,39,Clothing,3,900.24
Female,56,Books,5,75.75
Female,40,Food & Beverage,1,5.23
Male,32,Books,2,30.3
Male,33,Clothing,2,600.16
Male,55,Food & Beverage,2,10.46
Female,34,Clothing,4,1200.32
Female,63,Clothing,4,1200.32
Female,49,Cosmetics,4,162.64
Male,64,Cosmetics,4,162.64
Male,52,Clothing,2,600.16
Female,32,Clothing,4,1200.32
Male,37,Clothing,4,1200.32
Male,51,Clothing,2,600.16
Female,29,Food & Beverage,1,5.23
Female,49,Books,3,45.45
Female,36,Cosmetics,2,81.32
Female,43,Clothing,2,600.16
Female,53,Food & Beverage,4,20.92
Male,65,Clothing,2,600.16
Female,44,Toys,4,143.36
Female,57,Toys,4,143.36
Female,52,Books,3,45.45
Female,33,Clothing,3,900.24
Female,66,Clothing,4,1200.32
Female,18,Food & Beverage,1,5.23
Female,58,Cosmetics,3,121.98
Female,24,Clothing,1,300.08
Female,54,Clothing,1,300.08
Female,33,Clothing,4,1200.32
Male,46,Technology,4,4200
Female,43,Clothing,5,1500.4
Male,25,Clothing,4,1200.32
Female,25,Cosmetics,5,203.3
Male,46,Technology,2,2100
Female,29,Shoes,2,1200.34
Female,25,Clothing,3,900.24
Female,19,Clothing,1,300.08
Female,53,Clothing,2,600.16
Female,23,Toys,4,143.36
Female,46,Souvenir,2,23.46
Male,41,Cosmetics,1,40.66
Female,44,Clothing,3,900.24
Female,57,Food & Beverage,1,5.23
Female,23,Souvenir,3,35.19
Male,43,Clothing,2,600.16
Male,47,Shoes,4,2400.68
Female,57,Clothing,1,300.08
Female,33,Food & Beverage,3,15.69
Female,47,Clothing,2,600.16
Female,54,Clothing,3,900.24
Female,47,Souvenir,2,23.46
Male,33,Clothing,5,1500.4
Female,30,Clothing,4,1200.32
Male,67,Souvenir,4,46.92
Female,25,Cosmetics,4,162.64
Male,38,Clothing,3,900.24
Female,69,Books,1,15.15
Female,36,Clothing,1,300.08
Male,31,Food & Beverage,4,20.92
Female,33,Food & Beverage,3,15.69
Male,29,Clothing,2,600.16
Female,19,Clothing,3,900.24
Female,69,Toys,4,143.36
Male,34,Cosmetics,5,203.3
Female,30,Technology,2,2100
Female,61,Clothing,4,1200.32
Male,40,Clothing,1,300.08
Female,60,Clothing,2,600.16
Male,69,Clothing,1,300.08
Female,52,Toys,2,71.68
Male,64,Clothing,4,1200.32
Male,18,Clothing,1,300.08
Female,26,Toys,3,107.52
Male,65,Toys,3,107.52
Female,54,Food & Beverage,4,20.92
Male,40,Technology,5,5250
Female,28,Clothing,4,1200.32
Male,51,Food & Beverage,3,15.69
Male,56,Clothing,2,600.16
Female,31,Food & Beverage,4,20.92
Male,66,Food & Beverage,1,5.23
Female,26,Toys,2,71.68
Male,52,Technology,2,2100
Female,59,Shoes,3,1800.51
Female,62,Technology,2,2100
Male,47,Clothing,5,1500.4
Female,44,Clothing,2,600.16
Female,50,Shoes,1,600.17
Female,45,Clothing,1,300.08
Female,27,Food & Beverage,3,15.69
Female,44,Cosmetics,2,81.32
Female,57,Toys,5,179.2
Female,30,Toys,2,71.68
Female,19,Shoes,3,1800.51
Female,39,Food & Beverage,3,15.69
Male,60,Toys,5,179.2
Male,58,Food & Beverage,3,15.69
Male,33,Food & Beverage,4,20.92
Female,60,Souvenir,2,23.46
Male,43,Cosmetics,4,162.64
Female,68,Clothing,2,600.16
Female,35,Clothing,3,900.24
Female,35,Clothing,1,300.08
Male,62,Clothing,3,900.24
Female,61,Clothing,4,1200.32
Female,69,Food & Beverage,5,26.15
Female,64,Clothing,3,900.24
Male,46,Cosmetics,4,162.64
Female,57,Souvenir,1,11.73
Male,39,Clothing,4,1200.32
Female,49,Clothing,3,900.24
Female,69,Food & Beverage,2,10.46
Female,29,Clothing,4,1200.32
Female,31,Toys,1,35.84
Female,39,Books,5,75.75
Female,55,Cosmetics,2,81.32
Female,52,Clothing,1,300.08
Male,40,Cosmetics,5,203.3
Female,59,Clothing,4,1200.32
Female,21,Toys,3,107.52
Female,61,Shoes,2,1200.34
Male,64,Cosmetics,2,81.32
Female,66,Food & Beverage,5,26.15
Female,42,Cosmetics,3,121.98
Female,34,Shoes,3,1800.51
Female,44,Toys,1,35.84
Female,30,Food & Beverage,4,20.92
Female,25,Toys,1,35.84
Female,46,Clothing,1,300.08
Male,36,Clothing,5,1500.4
Female,57,Shoes,2,1200.34
Female,49,Food & Beverage,5,26.15
Male,56,Shoes,5,3000.85
Female,41,Toys,4,143.36
Male,38,Cosmetics,4,162.64
Female,31,Books,2,30.3
Female,26,Food & Beverage,4,20.92
Male,66,Clothing,3,900.24
Male,26,Clothing,1,300.08
Male,28,Cosmetics,4,162.64
Male,21,Technology,5,5250
Male,60,Clothing,3,900.24
Female,39,Cosmetics,5,203.3
Female,48,Clothing,5,1500.4
Female,35,Clothing,5,1500.4
Male,32,Clothing,4,1200.32
Female,23,Toys,2,71.68
Male,68,Food & Beverage,3,15.69
Male,48,Souvenir,3,35.19
Male,37,Books,1,15.15
Female,31,Clothing,2,600.16
Male,38,Clothing,2,600.16
Female,33,Clothing,1,300.08
Male,56,Clothing,2,600.16
Female,58,Shoes,2,1200.34
Male,45,Souvenir,1,11.73
Female,20,Toys,4,143.36
Female,43,Food & Beverage,5,26.15
Female,54,Food & Beverage,1,5.23
Female,60,Cosmetics,1,40.66
Male,23,Toys,3,107.52
Male,38,Shoes,4,2400.68
Male,32,Shoes,2,1200.34
Female,34,Technology,4,4200
Female,30,Technology,5,5250
Male,39,Shoes,3,1800.51
Female,27,Food & Beverage,2,10.46
Female,29,Cosmetics,1,40.66
Female,64,Clothing,1,300.08
Male,26,Clothing,4,1200.32
Female,24,Food & Beverage,1,5.23
Male,39,Food & Beverage,2,10.46
Female,23,Clothing,2,600.16
Male,45,Clothing,3,900.24
Female,49,Clothing,5,1500.4
Female,69,Clothing,2,600.16
Male,56,Souvenir,2,23.46
Female,53,Technology,5,5250
Male,33,Souvenir,1,11.73
Female,22,Clothing,4,1200.32
Female,26,Toys,1,35.84
Male,46,Food & Beverage,1,5.23
Female,60,Cosmetics,1,40.66
Female,34,Clothing,5,1500.4
Female,30,Clothing,1,300.08
Female,54,Cosmetics,5,203.3
Female,57,Food & Beverage,1,5.23
Male,41,Souvenir,5,58.65
Female,62,Clothing,2,600.16
Male,29,Shoes,4,2400.68
Female,43,Technology,3,3150
Female,58,Clothing,5,1500.4
Female,56,Books,2,30.3
Male,55,Toys,2,71.68
Male,40,Clothing,5,1500.4
Female,21,Clothing,5,1500.4
Male,50,Food & Beverage,2,10.46
Female,25,Cosmetics,3,121.98
Female,57,Clothing,2,600.16
Female,18,Shoes,1,600.17
Male,46,Clothing,1,300.08
Female,35,Shoes,5,3000.85
Male,67,Clothing,3,900.24
Female,42,Clothing,5,1500.4
Male,60,Cosmetics,5,203.3
Male,46,Food & Beverage,2,10.46
Female,44,Toys,4,143.36
Female,27,Food & Beverage,4,20.92
Female,34,Books,5,75.75
Female,44,Clothing,1,300.08
Female,30,Clothing,4,1200.32
Female,36,Cosmetics,2,81.32
Male,26,Clothing,4,1200.32
Male,31,Shoes,3,1800.51
Female,61,Clothing,1,300.08
Female,19,Clothing,1,300.08
Female,43,Clothing,4,1200.32
Male,68,Clothing,4,1200.32
Female,25,Clothing,2,600.16
Male,61,Clothing,5,1500.4
Male,27,Toys,4,143.36
Female,68,Toys,3,107.52
Male,43,Clothing,3,900.24
Female,43,Clothing,2,600.16
Male,69,Clothing,4,1200.32
Female,46,Food & Beverage,1,5.23
Male,69,Technology,3,3150
Male,23,Books,4,60.6
Male,30,Clothing,5,1500.4
Female,49,Cosmetics,5,203.3
Female,20,Food & Beverage,5,26.15
Female,59,Toys,4,143.36
Female,38,Clothing,1,300.08
Female,60,Technology,4,4200
Female,28,Cosmetics,5,203.3
Female,42,Toys,5,179.2
Female,56,Clothing,4,1200.32
Male,56,Clothing,4,1200.32
Male,60,Shoes,1,600.17
Female,65,Clothing,1,300.08
Female,49,Cosmetics,2,81.32
Female,34,Souvenir,3,35.19
Male,39,Books,4,60.6
Female,69,Food & Beverage,3,15.69
Male,47,Cosmetics,1,40.66
Male,62,Clothing,5,1500.4
Female,30,Cosmetics,2,81.32
Female,62,Toys,3,107.52
Male,44,Cosmetics,5,203.3
Male,31,Cosmetics,2,81.32
Female,29,Shoes,3,1800.51
Male,31,Cosmetics,1,40.66
Female,69,Clothing,5,1500.4
Female,61,Cosmetics,1,40.66
Female,33,Food & Beverage,2,10.46
Male,68,Food & Beverage,3,15.69
Male,31,Clothing,5,1500.4
Male,29,Cosmetics,1,40.66
Female,47,Clothing,3,900.24
Female,37,Toys,3,107.52
Female,30,Cosmetics,4,162.64
Female,40,Cosmetics,1,40.66
Male,45,Food & Beverage,2,10.46
Female,65,Clothing,5,1500.4
Male,32,Technology,3,3150
Female,24,Toys,4,143.36
Female,21,Food & Beverage,1,5.23
Female,19,Technology,4,4200
Female,30,Toys,2,71.68
Female,44,Books,4,60.6
Female,21,Clothing,3,900.24
Female,43,Clothing,5,1500.4
Female,50,Toys,2,71.68
Male,47,Souvenir,2,23.46
Male,44,Clothing,3,900.24
Male,49,Clothing,5,1500.4
Female,35,Food & Beverage,4,20.92
Female,57,Shoes,2,1200.34
Male,62,Toys,1,35.84
Female,68,Cosmetics,2,81.32
Male,43,Clothing,3,900.24
Female,40,Cosmetics,2,81.32
Female,68,Food & Beverage,1,5.23
Male,60,Food & Beverage,3,15.69
Female,28,Souvenir,3,35.19
Male,23,Shoes,2,1200.34
Male,18,Toys,2,71.68
Female,27,Clothing,4,1200.32
Female,35,Books,5,75.75
Female,34,Books,2,30.3
Female,57,Shoes,5,3000.85
Female,22,Cosmetics,4,162.64
Female,22,Toys,1,35.84
Male,64,Food & Beverage,5,26.15
Male,46,Clothing,4,1200.32
Female,32,Clothing,2,600.16
Female,39,Clothing,5,1500.4
Female,51,Food & Beverage,3,15.69
Female,55,Cosmetics,2,81.32
Female,21,Toys,3,107.52
Female,42,Cosmetics,1,40.66
Male,48,Cosmetics,4,162.64
Male,30,Books,3,45.45
Female,28,Food & Beverage,5,26.15
Female,47,Clothing,4,1200.32
Male,50,Shoes,3,1800.51
Female,52,Food & Beverage,2,10.46
Female,52,Clothing,2,600.16
Female,40,Clothing,5,1500.4
Male,66,Souvenir,3,35.19
Female,24,Technology,4,4200
Male,29,Food & Beverage,1,5.23
Female,41,Souvenir,5,58.65
Male,39,Clothing,3,900.24
Female,63,Clothing,1,300.08
Male,59,Technology,2,2100
Female,42,Clothing,2,600.16
Male,45,Cosmetics,1,40.66
Female,27,Technology,1,1050
Male,64,Toys,2,71.68
Female,28,Books,3,45.45
Female,61,Food & Beverage,3,15.69
Female,18,Clothing,3,900.24
Female,26,Toys,2,71.68
Female,54,Food & Beverage,5,26.15
Male,33,Food & Beverage,1,5.23
Male,42,Toys,5,179.2
Male,58,Clothing,5,1500.4
Female,38,Toys,5,179.2
Female,51,Books,4,60.6
Female,23,Toys,3,107.52
Female,45,Food & Beverage,3,15.69
Male,47,Clothing,2,600.16
Female,35,Toys,2,71.68
Female,63,Food & Beverage,5,26.15
Female,23,Clothing,1,300.08
Female,40,Food & Beverage,4,20.92
Female,57,Food & Beverage,4,20.92
Female,40,Clothing,1,300.08
Male,26,Clothing,5,1500.4
Female,27,Clothing,2,600.16
Female,18,Clothing,1,300.08
Male,24,Shoes,5,3000.85
Female,46,Toys,3,107.52
Female,48,Clothing,3,900.24
Male,48,Technology,2,2100
Female,53,Books,5,75.75
Male,19,Clothing,3,900.24
Female,61,Books,3,45.45
Female,24,Clothing,3,900.24
Female,41,Shoes,3,1800.51
Male,24,Cosmetics,1,40.66
Female,53,Clothing,3,900.24
Female,67,Clothing,1,300.08
Female,37,Clothing,4,1200.32
Female,29,Cosmetics,5,203.3
Male,45,Clothing,5,1500.4
Male,51,Books,2,30.3
Female,24,Shoes,2,1200.34
Female,42,Cosmetics,1,40.66
Male,48,Clothing,2,600.16
Female,24,Souvenir,5,58.65
Female,50,Clothing,4,1200.32
Female,64,Clothing,1,300.08
Female,62,Clothing,4,1200.32
Female,37,Cosmetics,3,121.98
Female,53,Clothing,4,1200.32
Male,66,Cosmetics,2,81.32
Female,25,Shoes,1,600.17
Female,52,Shoes,2,1200.34
Female,32,Cosmetics,5,203.3
Male,53,Clothing,1,300.08
Male,61,Clothing,5,1500.4
Female,21,Shoes,1,600.17
Female,66,Clothing,3,900.24
Female,26,Food & Beverage,4,20.92
Female,36,Cosmetics,2,81.32
Male,54,Clothing,5,1500.4
Female,50,Food & Beverage,4,20.92
Female,25,Cosmetics,1,40.66
Male,58,Food & Beverage,4,20.92
Female,28,Cosmetics,1,40.66
Male,23,Shoes,4,2400.68
Male,25,Clothing,2,600.16
Female,45,Clothing,5,1500.4
Male,65,Shoes,2,1200.34
Female,47,Cosmetics,5,203.3
Male,43,Clothing,3,900.24
Male,56,Clothing,2,600.16
Female,32,Souvenir,1,11.73
Male,22,Food & Beverage,5,26.15
Female,65,Clothing,4,1200.32
Female,31,Clothing,3,900.24
Female,36,Shoes,1,600.17
Male,30,Shoes,5,3000.85
Female,39,Cosmetics,3,121.98
Female,55,Technology,2,2100
Female,61,Toys,1,35.84
Female,68,Shoes,3,1800.51
Male,58,Souvenir,5,58.65
Male,67,Books,3,45.45
Female,68,Food & Beverage,3,15.69
Female,60,Books,2,30.3
Female,33,Food & Beverage,1,5.23
Female,27,Technology,2,2100
Male,38,Shoes,4,2400.68
Male,28,Toys,5,179.2
Male,38,Clothing,3,900.24
Female,40,Technology,3,3150
Female,54,Clothing,2,600.16
Female,23,Technology,2,2100
Female,35,Clothing,2,600.16
Male,56,Cosmetics,2,81.32
Male,25,Cosmetics,3,121.98
Female,69,Clothing,4,1200.32
Female,38,Clothing,5,1500.4
Female,58,Cosmetics,2,81.32
Male,33,Food & Beverage,2,10.46
Female,22,Clothing,2,600.16
Male,31,Food & Beverage,4,20.92
Male,48,Shoes,4,2400.68
Male,42,Clothing,4,1200.32
Female,21,Cosmetics,4,162.64
Female,69,Cosmetics,5,203.3
Female,48,Shoes,5,3000.85
Female,47,Clothing,3,900.24
Female,25,Clothing,5,1500.4
Female,30,Clothing,4,1200.32
Male,65,Cosmetics,2,81.32
Female,57,Souvenir,2,23.46
Female,26,Clothing,3,900.24
Male,64,Technology,4,4200
Female,29,Shoes,3,1800.51
Male,35,Shoes,4,2400.68
Female,63,Clothing,4,1200.32
Female,44,Clothing,3,900.24
Male,64,Clothing,1,300.08
Male,54,Clothing,3,900.24
Female,57,Technology,5,5250
Male,52,Books,5,75.75
Male,44,Technology,5,5250
Female,35,Clothing,5,1500.4
Female,30,Clothing,1,300.08
Female,41,Souvenir,4,46.92
Male,24,Books,2,30.3
Male,54,Food & Beverage,3,15.69
Male,39,Technology,5,5250
Female,20,Books,5,75.75
Male,33,Clothing,1,300.08
Male,41,Shoes,1,600.17
Female,45,Cosmetics,3,121.98
Female,69,Books,3,45.45
Male,52,Clothing,5,1500.4
Male,32,Food & Beverage,1,5.23
Female,50,Shoes,4,2400.68
Female,63,Clothing,4,1200.32
Female,46,Cosmetics,3,121.98
Male,47,Toys,1,35.84
Female,69,Food & Beverage,3,15.69
Male,62,Shoes,5,3000.85
Male,30,Toys,1,35.84
Female,69,Food & Beverage,1,5.23
Female,63,Shoes,2,1200.34
Female,48,Souvenir,2,23.46
Female,26,Food & Beverage,3,15.69
Male,40,Souvenir,1,11.73
Male,67,Souvenir,3,35.19
Female,64,Toys,5,179.2
Female,19,Technology,2,2100
Female,20,Cosmetics,1,40.66
Male,56,Souvenir,2,23.46
Female,50,Clothing,4,1200.32
Female,34,Clothing,2,600.16
Female,47,Food & Beverage,1,5.23
Female,64,Food & Beverage,1,5.23
Male,32,Clothing,3,900.24
Male,52,Clothing,2,600.16
Female,40,Cosmetics,2,81.32
Female,38,Books,2,30.3
Male,28,Cosmetics,4,162.64
Female,32,Clothing,5,1500.4
Male,63,Shoes,3,1800.51
Male,44,Books,2,30.3
Female,54,Cosmetics,4,162.64
Female,65,Food & Beverage,2,10.46
Male,54,Shoes,1,600.17
Male,24,Clothing,4,1200.32
Female,37,Toys,2,71.68
Female,33,Food & Beverage,4,20.92
Male,25,Shoes,5,3000.85
Female,55,Food & Beverage,4,20.92
Female,57,Souvenir,4,46.92
Female,52,Toys,3,107.52
Male,30,Shoes,4,2400.68
Female,50,Clothing,2,600.16
Female,32,Clothing,1,300.08
Male,50,Toys,3,107.52
Female,24,Souvenir,1,11.73
Female,26,Food & Beverage,1,5.23
Female,59,Clothing,2,600.16
Female,34,Toys,2,71.68
Male,51,Clothing,1,300.08
Male,62,Technology,3,3150
Male,60,Clothing,2,600.16
Male,44,Food & Beverage,2,10.46
Male,21,Food & Beverage,5,26.15
Female,58,Cosmetics,2,81.32
Female,51,Souvenir,5,58.65
Female,37,Toys,1,35.84
Male,21,Clothing,2,600.16
Male,39,Clothing,1,300.08
Female,34,Clothing,3,900.24
Male,27,Technology,3,3150
Female,44,Food & Beverage,4,20.92
Male,47,Books,1,15.15
Male,47,Toys,4,143.36
Female,27,Clothing,1,300.08
Female,47,Books,2,30.3
Female,45,Souvenir,2,23.46
Female,55,Shoes,3,1800.51
Female,59,Clothing,5,1500.4
Female,36,Food & Beverage,3,15.69
Male,32,Souvenir,5,58.65
Female,29,Food & Beverage,4,20.92
Female,57,Clothing,4,1200.32
Female,65,Clothing,4,1200.32
Female,69,Shoes,1,600.17
Female,20,Clothing,4,1200.32
Female,68,Cosmetics,3,121.98
Female,22,Souvenir,3,35.19
Male,23,Shoes,5,3000.85
Female,35,Clothing,1,300.08
Female,56,Clothing,3,900.24
Female,28,Shoes,2,1200.34
Female,64,Clothing,2,600.16
Male,29,Cosmetics,4,162.64
Female,47,Clothing,4,1200.32
Female,53,Shoes,2,1200.34
Female,26,Toys,2,71.68
Male,57,Technology,4,4200
Female,34,Toys,5,179.2
Female,18,Clothing,2,600.16
